text,label
"everything i ever prayed for is in this picture 🤗 heavenbahati 🥰🥰
  "
"  ooh lawd  no chills😂😂😂
    "
"  🤣🤣🤣🤣 this one though i would rather watch program line up
   "
"🤣🤣🤣🤣 this one though i would rather watch program line up
   "
"ooh lawd  no chills😂😂😂
    "
"  yaaaaaaaaaaaasssss 🤗💗🤗💗🤗💗🤗💗🤗 

its today 18th of may 2019 exactly at 730pm  only on your favourite tv station …"
i would rather befriend than watch this  shit
he looks confused hajazoea hizi vitu   
i dont even know why the renewed this bull crapit was better off on a break 
          …
          …
       … 
       … 
       … 
           …
who sponsors this semi baked  nonesense you now push  to sunday to pave ways for this crap
"
 
which one will we concentrate with 
 or the  without forgetting o… "
  badala ya ku watch   afadhali niende nipange laini ya huduma nikifikiwa natudi tena nyuma…
diana yunibamba 😂😂 even in dubai 😂 
badala ya ku watch   afadhali niende nipange laini ya huduma nikifikiwa natudi tena nyuma kwa laini
  when  started i was so eager watching few of the episode when was focusing on how he grew up in hurum…
  when  started i was so eager watching few of the episode when was focusing on how he grew up in hurum…
  when  started i was so eager watching few of the episode when was focusing on how he grew up in hurum…
when  staed i was so eager watching few of the episode when was focusing on how he grew… 
""
  kenyans react to the return of  reality show 😂😂😂😂😂😂😂😂😂 
"  yaaaaaaaaaaaasssss 🤗💗🤗💗🤗💗🤗💗🤗 

its today 18th of may 2019 exactly at 730pm  only on your favourite tv station …"
 kwani what is wrong with you you serious journos who can do infornative pieces but you seem to be on a… 
what is the relevance of this  or is it   some nonsensical things aint colourful nkt 
  a big thank you to all of you who have supported us since  and now  
  after a successful season of   tomorrow from 730pm a whole new season of  will be on air o…
"  yaaaaaaaaaaaasssss 🤗💗🤗💗🤗💗🤗💗🤗 

its today 18th of may 2019 exactly at 730pm  only on your favourite tv station …"
  a big thank you to all of you who have supported us since  and now  
  after a successful season of   tomorrow from 730pm a whole new season of  will be on air o…
"  yaaaaaaaaaaaasssss 🤗💗🤗💗🤗💗🤗💗🤗 

its today 18th of may 2019 exactly at 730pm  only on your favourite tv station …"
"  yaaaaaaaaaaaasssss 🤗💗🤗💗🤗💗🤗💗🤗 

its today 18th of may 2019 exactly at 730pm  only on your favourite tv station …"
  kenyans react to the return of  reality show 😂😂😂😂😂😂😂😂😂 
kenyans react to the return of  reality show 😂😂😂😂😂😂😂😂😂 
  stop it hii  hatutaki anyway and 
thank goodness i have africa magic id rather watch nigerian witchcraft than  
stop it hii  hatutaki anyway and 
"yaaaaaaaaaaaasssss 🤗💗🤗💗🤗💗🤗💗🤗 

its today 18th of may 2019 exactly at 730pm  only on your favourite tv stat… "
dont be like the rest of them darling 💖  
